"region2","year","co2","population","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
"developed (excluding eastern block)",2018,10689151146.6667,1009019376.33333,43490786.713,43099.7034701852,10.5936935918624,505837717090
"developed (excluding eastern block)",2019,10599705746.6667,1013081921.33333,44448079.436,43872.2614142394,10.4632335181827,516437422836.667
"developed (excluding eastern block)",2020,10198078320,1016587392.33333,44439770.9053333,43715.8431300239,10.0330250952597,526635501156.667
"developed (excluding eastern block)",2021,9951881783.33333,1019159508.66667,44912707.444,44068.4214902163,9.76520202218021,536587382940
"developed (excluding eastern block)",2022,9794601403.33333,1021686318.66667,45516258.4136667,44547.6055432266,9.58641788654581,546381984343.333
NA,1994,2635056000,242127379,1192744.86866667,4932.3408338725,10.9031798201013,5391208933.33333
NA,1995,2491553766.66667,246786018.666667,1148944.42,4655.05450850363,10.0945380213176,7882762700
NA,1996,2334009166.66667,246062486.666667,1088807.80366667,4424.74371920498,9.48493688243762,10216771866.6667
NA,1997,2252125833.33333,245283579,1079882.198,4402.62614309108,9.18102962221588,12468897700
NA,1998,2181406133.33333,244510608.666667,1070922.656,4379.85471700978,8.92093094554641,14650303833.3333
NA,1999,2125314166.66667,243690130.666667,1084039.174,4448.56206619199,8.72120538701711,16775618000
NA,2000,2100514133.33333,242759467.333333,1119356.889,4611.79513493296,8.65252319025733,18876132133.3333
NA,2001,2106666000,241685088.333333,1184039.739,4900.1429934153,8.71696067665991,20982798133.3333
NA,2002,2112134866.66667,240500311.666667,1251837.426,5206.0478105679,8.78268422284033,23094933000
NA,2003,2142088266.66667,239283379.666667,1320086.19733333,5517.95577195958,8.9524648980632,25237021266.6667
NA,2004,2157752566.66667,238101915,1401757.94166667,5888.58792424873,9.06290497264092,27394773833.3333
NA,2005,2187450933.33333,236970763.333333,1495649.18733333,6312.88494371774,9.23127416076498,29582224766.6667
NA,2006,2228581500,235921108.666667,1601636.994,6790.27586784628,9.44705756255052,31810806266.6667
NA,2007,2267717100,235028965,1721684.229,7326.74540642386,9.64922408770536,34078523366.6667
NA,2008,2322283333.33333,237746075.333333,1852700.27066667,7788.5484572226,9.76862260832936,36400806700
