"OID","Country or Area","Year","Description","Magnitude","Value"
"21393E..ZF...","ARGENTINA","1998","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","59595200000"
"21393I..ZF...","ARGENTINA","1998","CHANGES IN INVENTORIES","ARGENTINE PESOS","3096530000"
"21393E..ZF...","ARGENTINA","1997","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","56727200000"
"21393I..ZF...","ARGENTINA","1997","CHANGES IN INVENTORIES","ARGENTINE PESOS","4263820000"
"21393E..ZF...","ARGENTINA","1996","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","49210600000"
"21393I..ZF...","ARGENTINA","1996","CHANGES IN INVENTORIES","ARGENTINE PESOS","4195710000"
"21393E..ZF...","ARGENTINA","1995","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","46285100000"
"21393I..ZF...","ARGENTINA","1995","CHANGES IN INVENTORIES","ARGENTINE PESOS","1451850000"
"21393E..ZF...","ARGENTINA","1994","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","51330900000"
"21393I..ZF...","ARGENTINA","1994","CHANGES IN INVENTORIES","ARGENTINE PESOS","68602700"
"21393E..ZF...","ARGENTINA","1993","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","45069400000"
"21393I..ZF...","ARGENTINA","1993","CHANGES IN INVENTORIES","ARGENTINE PESOS","1493950000"
"21393E..ZF...","ARGENTINA","1992","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","37854400000"
"21393I..ZF...","ARGENTINA","1992","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1991","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","26478100000"
"21393I..ZF...","ARGENTINA","1991","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1990","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","9647360000"
"21393I..ZF...","ARGENTINA","1990","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1989","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","503303000"
"21393I..ZF...","ARGENTINA","1989","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1988","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","20702000"
"21393I..ZF...","ARGENTINA","1988","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1987","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","4562600"
"21393I..ZF...","ARGENTINA","1987","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1986","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","1743400"
"21393I..ZF...","ARGENTINA","1986","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1985","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","933100"
"21393I..ZF...","ARGENTINA","1985","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1984","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","157900"
"21393I..ZF...","ARGENTINA","1984","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1983","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","22870"
"21393I..ZF...","ARGENTINA","1983","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1982","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","4754"
"21393I..ZF...","ARGENTINA","1982","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1981","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","1696"
"21393I..ZF...","ARGENTINA","1981","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1980","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","970"
"21393I..ZF...","ARGENTINA","1980","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1979","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","323.5"
"21393I..ZF...","ARGENTINA","1979","CHANGES IN INVENTORIES","ARGENTINE PESOS","-1.8"
"21393E..ZF...","ARGENTINA","1978","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","127.6"
"21393I..ZF...","ARGENTINA","1978","CHANGES IN INVENTORIES","ARGENTINE PESOS","-2.7"
"21393E..ZF...","ARGENTINA","1977","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","56.9"
"21393I..ZF...","ARGENTINA","1977","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1976","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","20.4"
"21393I..ZF...","ARGENTINA","1976","CHANGES IN INVENTORIES","ARGENTINE PESOS","0.2"
"21393E..ZF...","ARGENTINA","1975","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","3.7"
"21393I..ZF...","ARGENTINA","1975","CHANGES IN INVENTORIES","ARGENTINE PESOS","0.1"
"21393E..ZF...","ARGENTINA","1974","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.9"
"21393I..ZF...","ARGENTINA","1974","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1973","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.6"
"21393I..ZF...","ARGENTINA","1973","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1972","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.4"
"21393I..ZF...","ARGENTINA","1972","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1971","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.3"
"21393I..ZF...","ARGENTINA","1971","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1970","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.2"
"21393I..ZF...","ARGENTINA","1970","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1969","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.2"
"21393I..ZF...","ARGENTINA","1969","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1968","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.1"
"21393I..ZF...","ARGENTINA","1968","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1967","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.1"
"21393I..ZF...","ARGENTINA","1967","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1966","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.1"
"21393I..ZF...","ARGENTINA","1966","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1965","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.1"
"21393I..ZF...","ARGENTINA","1965","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1964","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.042"
"21393I..ZF...","ARGENTINA","1964","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1963","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.033"
"21393I..ZF...","ARGENTINA","1963","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1962","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.032"
"21393I..ZF...","ARGENTINA","1962","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1961","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.027"
"21393I..ZF...","ARGENTINA","1961","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1960","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.021"
"21393I..ZF...","ARGENTINA","1960","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1959","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0"
"21393I..ZF...","ARGENTINA","1959","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1958","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0"
"21393I..ZF...","ARGENTINA","1958","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1957","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0"
"21393I..ZF...","ARGENTINA","1957","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1956","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0"
"21393I..ZF...","ARGENTINA","1956","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1955","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0"
"21393I..ZF...","ARGENTINA","1955","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1954","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0"
"21393I..ZF...","ARGENTINA","1954","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1953","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0"
"21393I..ZF...","ARGENTINA","1953","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1952","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0"
"21393I..ZF...","ARGENTINA","1952","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1951","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0"
"21393I..ZF...","ARGENTINA","1951","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"21393E..ZF...","ARGENTINA","1950","GROSS FIXED CAPITAL FORMATION","ARGENTINE PESOS","0.001"
"21393I..ZF...","ARGENTINA","1950","CHANGES IN INVENTORIES","ARGENTINE PESOS","0"
"91193E..ZF...","ARMENIA","2009","GROSS FIXED CAPITAL FORMATION","DRAMS","980559000000"
"91193I..ZF...","ARMENIA","2009","CHANGES IN INVENTORIES","DRAMS","26603000000"
"91193E..ZF...","ARMENIA","2008","GROSS FIXED CAPITAL FORMATION","DRAMS","1456910000000"
"91193I..ZF...","ARMENIA","2008","CHANGES IN INVENTORIES","DRAMS","31241300000"
"91193E..ZF...","ARMENIA","2007","GROSS FIXED CAPITAL FORMATION","DRAMS","1163200000000"
"91193I..ZF...","ARMENIA","2007","CHANGES IN INVENTORIES","DRAMS","26677300000"
"91193E..ZF...","ARMENIA","2006","GROSS FIXED CAPITAL FORMATION","DRAMS","943780000000"
"91193I..ZF...","ARMENIA","2006","CHANGES IN INVENTORIES","DRAMS","9954800000"
"91193E..ZF...","ARMENIA","2005","GROSS FIXED CAPITAL FORMATION","DRAMS","668268000000"
"91193I..ZF...","ARMENIA","2005","CHANGES IN INVENTORIES","DRAMS","15055300000"
"91193E..ZF...","ARMENIA","2004","GROSS FIXED CAPITAL FORMATION","DRAMS","455305000000"
"91193I..ZF...","ARMENIA","2004","CHANGES IN INVENTORIES","DRAMS","19360500000"
"91193E..ZF...","ARMENIA","2003","GROSS FIXED CAPITAL FORMATION","DRAMS","373615000000"
"91193I..ZF...","ARMENIA","2003","CHANGES IN INVENTORIES","DRAMS","20489800000"
"91193E..ZF...","ARMENIA","2002","GROSS FIXED CAPITAL FORMATION","DRAMS","287369000000"
"91193I..ZF...","ARMENIA","2002","CHANGES IN INVENTORIES","DRAMS","7838900000"
"91193E..ZF...","ARMENIA","2001","GROSS FIXED CAPITAL FORMATION","DRAMS","208025000000"
"91193I..ZF...","ARMENIA","2001","CHANGES IN INVENTORIES","DRAMS","24304300000"
"91193E..ZF...","ARMENIA","2000","GROSS FIXED CAPITAL FORMATION","DRAMS","190130000000"
"91193I..ZF...","ARMENIA","2000","CHANGES IN INVENTORIES","DRAMS","2148600000"
"91193E..ZF...","ARMENIA","1999","GROSS FIXED CAPITAL FORMATION","DRAMS","162134000000"
"91193I..ZF...","ARMENIA","1999","CHANGES IN INVENTORIES","DRAMS","19084700000"
"91193E..ZF...","ARMENIA","1998","GROSS FIXED CAPITAL FORMATION","DRAMS","154925000000"
"91193I..ZF...","ARMENIA","1998","CHANGES IN INVENTORIES","DRAMS","27899500000"
"91193E..ZF...","ARMENIA","1997","GROSS FIXED CAPITAL FORMATION","DRAMS","130336000000"
"91193I..ZF...","ARMENIA","1997","CHANGES IN INVENTORIES","DRAMS","23014900000"
"91193E..ZF...","ARMENIA","1996","GROSS FIXED CAPITAL FORMATION","DRAMS","118254000000"
"91193I..ZF...","ARMENIA","1996","CHANGES IN INVENTORIES","DRAMS","14028600000"
"91193E..ZF...","ARMENIA","1995","GROSS FIXED CAPITAL FORMATION","DRAMS","84364700000"
"91193I..ZF...","ARMENIA","1995","CHANGES IN INVENTORIES","DRAMS","11858500000"
"91193E..ZF...","ARMENIA","1994","GROSS FIXED CAPITAL FORMATION","DRAMS","37854700000"
"91193I..ZF...","ARMENIA","1994","CHANGES IN INVENTORIES","DRAMS","6011900000"
"31493E..ZF...","ARUBA","2008","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","1675000000"
"31493E..ZF...","ARUBA","2007","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","1534000000"
"31493E..ZF...","ARUBA","2006","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","1494680000"
"31493E..ZF...","ARUBA","2005","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","1364230000"
"31493E..ZF...","ARUBA","2004","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","1128880000"
"31493E..ZF...","ARUBA","2003","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","1056770000"
"31493E..ZF...","ARUBA","2002","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","935160000"
"31493I..ZF...","ARUBA","2002","CHANGES IN INVENTORIES","ARUBAN FLORINS","32440000"
"31493E..ZF...","ARUBA","2001","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","814690000"
"31493I..ZF...","ARUBA","2001","CHANGES IN INVENTORIES","ARUBAN FLORINS","20200000"
"31493E..ZF...","ARUBA","2000","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","806410000"
"31493I..ZF...","ARUBA","2000","CHANGES IN INVENTORIES","ARUBAN FLORINS","48530000"
"31493E..ZF...","ARUBA","1999","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","899120000"
"31493I..ZF...","ARUBA","1999","CHANGES IN INVENTORIES","ARUBAN FLORINS","53090000"
"31493E..ZF...","ARUBA","1998","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","851620000"
"31493I..ZF...","ARUBA","1998","CHANGES IN INVENTORIES","ARUBAN FLORINS","93340000"
"31493E..ZF...","ARUBA","1997","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","773570000"
"31493I..ZF...","ARUBA","1997","CHANGES IN INVENTORIES","ARUBAN FLORINS","56010000"
"31493E..ZF...","ARUBA","1996","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","647540000"
"31493I..ZF...","ARUBA","1996","CHANGES IN INVENTORIES","ARUBAN FLORINS","55620000"
"31493E..ZF...","ARUBA","1995","GROSS FIXED CAPITAL FORMATION","ARUBAN FLORINS","669220000"
"31493I..ZF...","ARUBA","1995","CHANGES IN INVENTORIES","ARUBAN FLORINS","66460000"
"19393E.CZF...","AUSTRALIA","2009","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","359650000000"
"19393I.CZF...","AUSTRALIA","2009","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-4395000000"
"19393E.CZF...","AUSTRALIA","2008","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","364118000000"
"19393I.CZF...","AUSTRALIA","2008","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","1975000000"
"19393E.CZF...","AUSTRALIA","2007","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","322571000000"
"19393I.CZF...","AUSTRALIA","2007","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","5520000000"
"19393E.CZF...","AUSTRALIA","2006","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","287659000000"
"19393I.CZF...","AUSTRALIA","2006","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-1340000000"
"19393E.CZF...","AUSTRALIA","2005","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","265244000000"
"19393I.CZF...","AUSTRALIA","2005","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","3693000000"
"19393E.CZF...","AUSTRALIA","2004","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","236707000000"
"19393I.CZF...","AUSTRALIA","2004","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","5054000000"
"19393E.CZF...","AUSTRALIA","2003","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","218118000000"
"19393I.CZF...","AUSTRALIA","2003","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","3808000000"
"19393E.CZF...","AUSTRALIA","2002","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","196610000000"
"19393I.CZF...","AUSTRALIA","2002","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-1915000000"
"19393E.CZF...","AUSTRALIA","2001","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","168479000000"
"19393I.CZF...","AUSTRALIA","2001","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","1295000000"
"19393E.CZF...","AUSTRALIA","2000","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","168527000000"
"19393I.CZF...","AUSTRALIA","2000","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","1674000000"
"19393E.CZF...","AUSTRALIA","1999","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","161386000000"
"19393I.CZF...","AUSTRALIA","1999","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","6480000000"
"19393E.CZF...","AUSTRALIA","1998","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","153937000000"
"19393I.CZF...","AUSTRALIA","1998","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","4066000000"
"19393E.CZF...","AUSTRALIA","1997","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","140390000000"
"19393I.CZF...","AUSTRALIA","1997","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-3048000000"
"19393E.CZF...","AUSTRALIA","1996","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","130008000000"
"19393I.CZF...","AUSTRALIA","1996","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","3223000000"
"19393E.CZF...","AUSTRALIA","1995","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","124435000000"
"19393I.CZF...","AUSTRALIA","1995","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","3684000000"
"19393E.CZF...","AUSTRALIA","1994","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","119381000000"
"19393I.CZF...","AUSTRALIA","1994","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","4057000000"
"19393E.CZF...","AUSTRALIA","1993","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","106179000000"
"19393I.CZF...","AUSTRALIA","1993","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","3083000000"
"19393E.CZF...","AUSTRALIA","1992","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","98888000000"
"19393I.CZF...","AUSTRALIA","1992","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-896000000"
"19393E.CZF...","AUSTRALIA","1991","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","97058000000"
"19393I.CZF...","AUSTRALIA","1991","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-2269000000"
"19393E.CZF...","AUSTRALIA","1990","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","107660000000"
"19393I.CZF...","AUSTRALIA","1990","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","2189000000"
"19393E.CZF...","AUSTRALIA","1989","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","111381000000"
"19393I.CZF...","AUSTRALIA","1989","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","4747000000"
"19393E.CZF...","AUSTRALIA","1988","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","96499000000"
"19393I.CZF...","AUSTRALIA","1988","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","4257000000"
"19393E.CZF...","AUSTRALIA","1987","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","83560000000"
"19393I.CZF...","AUSTRALIA","1987","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","2525000000"
"19393E.CZF...","AUSTRALIA","1986","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","75283000000"
"19393I.CZF...","AUSTRALIA","1986","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-1119000000"
"19393E.CZF...","AUSTRALIA","1985","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","69563000000"
"19393I.CZF...","AUSTRALIA","1985","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","1631000000"
"19393E.CZF...","AUSTRALIA","1984","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","58159000000"
"19393I.CZF...","AUSTRALIA","1984","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","3379000000"
"19393E.CZF...","AUSTRALIA","1983","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","50874000000"
"19393I.CZF...","AUSTRALIA","1983","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-1447000000"
"19393E.CZF...","AUSTRALIA","1982","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","51185000000"
"19393I.CZF...","AUSTRALIA","1982","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-214000000"
"19393E.CZF...","AUSTRALIA","1981","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","46986000000"
"19393I.CZF...","AUSTRALIA","1981","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","1436000000"
"19393E.CZF...","AUSTRALIA","1980","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","38883000000"
"19393I.CZF...","AUSTRALIA","1980","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","820000000"
"19393E.CZF...","AUSTRALIA","1979","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","33149000000"
"19393I.CZF...","AUSTRALIA","1979","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","2080000000"
"19393E.CZF...","AUSTRALIA","1978","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","29281000000"
"19393I.CZF...","AUSTRALIA","1978","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-27000000"
"19393E.CZF...","AUSTRALIA","1977","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","25967000000"
"19393I.CZF...","AUSTRALIA","1977","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","606000000"
"19393E.CZF...","AUSTRALIA","1976","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","23281000000"
"19393I.CZF...","AUSTRALIA","1976","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","625000000"
"19393E.CZF...","AUSTRALIA","1975","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","19852000000"
"19393I.CZF...","AUSTRALIA","1975","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-567000000"
"19393E.CZF...","AUSTRALIA","1974","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","17533000000"
"19393I.CZF...","AUSTRALIA","1974","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","2052000000"
"19393E.CZF...","AUSTRALIA","1973","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","15773000000"
"19393I.CZF...","AUSTRALIA","1973","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","100000000"
"19393E.CZF...","AUSTRALIA","1972","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","13591000000"
"19393I.CZF...","AUSTRALIA","1972","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","-178000000"
"19393E.CZF...","AUSTRALIA","1971","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","13018000000"
"19393I.CZF...","AUSTRALIA","1971","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","425000000"
"19393E.CZF...","AUSTRALIA","1970","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","11887000000"
"19393I.CZF...","AUSTRALIA","1970","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","619000000"
"19393E.CZF...","AUSTRALIA","1969","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","10862000000"
"19393I.CZF...","AUSTRALIA","1969","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","437000000"
"19393E.CZF...","AUSTRALIA","1968","GROSS FIXED CAPITAL FORMATION SA","AUSTRALIAN DOLLA","9787000000"
"19393I.CZF...","AUSTRALIA","1968","CHANGES IN INVENTORIES SA","AUSTRALIAN DOLLA","474000000"
